"m015(-19,1)",2.752880730117867364458754511,1.0355980106400013,(0.047642022813178+0.314790943320662j),(0.576067820383352-2.835377647974067j),(2.369766748669457+0.446823554996997j)
"m015(-19,2)",2.760826112667159745398584242,1.0398712528824916,(0.042619459220574-2.997139049804549j),(0.569395438689405-2.835794476474505j),(2.429365004693275+0.582216267352483j)
"m015(-19,3)",2.769400229660436970409408286,1.0437950127790214,(0.037245480502621-2.008266065719003j),(0.564136169524963-2.834101852063548j),(2.499880547857592+0.701184602990763j)
